,Mails,control
354,"Kaya Elektronik ve İletişim Sanayi ve Dış Ticaret Ltd.Şti. tarafından,tarafınıza düzenlenen 23:03:2020 tarihli KYA2020000052715 numaralı e-,,Arşiv faturasını ekte bulabilirsiniz.,,(9) Bu mesaj,Kaya Elektronik ve İletişim Sanayi ve Dış Ticaret Ltd.Şti. adına e-Arşiv Özel Entegratörü ""İş Net Elektronik Bilgi Üretim Dağıtım,Lütfen bu iletiyi cevaplamayınız."",, ,,Ticaret ve İletişim Hizmetleri A.Ş."" tarafından iletilmiştir.,,Saygılarımızla.,",0
355,"Transkrintin e-maille sana da ulaşmış olmalı.,,Karşıya ofis olarak orijinal transkript istemediğimizi bildirdim.,Sana transkriptinin ıslak imza hali gerekiyorsa onlara posta adresini verip rica edebilirsin.,",0
356,"Ofis açısından sıkıntı yok.,Öğrenci İşlerine Musa Erasmus'tan döndü, intibakını açtırmak istiyor diye bilgi vermesi lazım. Sonra sen OBİSİS'ten yapacaksın zaten.,Ancak öğrenci işleri, öğrenci kabul ediyor mu bilmiyorum.,,Örneğin biz, ofis olarak üç hafta süreyle öğrenci ve ziyaretçi girişini kabul etmiyoruz.,,im dönüş evrakların tamamlandığında bana evraklarını tarayıp e-posta ekiyle gönderebilirsin.,, ,,Sen,",0
357,"Başvurun iletilmiştir. Değerlendirmemiz sonrasında sana geri döneceğiz.,,İyi günler.,",0
358,"Obisis sayfasında hesabına giriş yapmadan dosyalar tarzı bir sekmenin altında zorunlu staj belgesi diye matbu bir form bulabilirsin. Onu,indirip ilgili alanları doldurarak staj komisyonundan bir hocamıza onaylatabilirsin.,İyi günler,",0
359,"Arkadaşlar merhaba,,,Öğrenci İşleri Daire Başkanlığının aşağıdaki duyuru linkinde bahsettiği konuya açıklık getirildi.,https://ogrisl.erciyes.edu-ir/DYR/Duyuru-Detay/Degisim-Programi-lle-Baska-Universitelerden-Ders-A/2428,, ,,İntibaklarını ders kaydından önce tamamlayamayan öğrenciler için: (Transkriplerin ErU takviminden geç çıkması durumu),Daha önce yaptığım bilgilendirmede olduğu gibi ders kayıt işleminizi ders kayıt süreci içinde yapıyorsunuz.,Transkriptleriniz geldiğinde intibaklarınızı açtırıyorsunuz. Bu konuda bir mağduriyet yaşamayacaksınız.,, ,,Akademik Tanınma Formu'nda bahar döneminden dersi bulunan öğrenciler ders kayıt sırasında o derslerini şeçmeyeceklerinden,,#ranskriptlerinde dersten kalmış olmaları halinde dersi tekrar almaları gerekecek ancak önümüzdeki seneye kalmış olacak ki bu zaten,normal bir durum.,,Öğrenci İşleri duyuruyu güncelleyerek kafa karışıklığını gidereceğini söyledi.,,İyi günler dilerim.,,NOT: 10-11-12 Şubat tarihlerinde ofis dışında olacağımdan, mailerinizi yanıtlamam gecikecektir. Evrak teslimine gelmek isteyenler için de,13 Şubat'tan itibaren yerimde olacağım.,",0
360,"Sayın Müşterimiz,,, ,,July 16, 2019 tarihin de iDATA ile yapmış olduğunuz görüşmeye istinaden; 90 gün üzeri Almanya Vize başvurunuz için Almanya'nın,Türkiye'deki Dış Temsilciliklerine oluşturduğunuz randevu için teşekkür ederiz. Bu Mailin devamında randevu bilgilerinize ve ekinde,Almanya' ya gidiş amacınız ile ilgili bilgi notu bulunmaktadır.,,Başvurunuza ilişkin her orijinal evrakınız ile birlikte 2'şer fotokopi de sunmanız gerektiğini unutmayınız. Randevunuzun hemen sonrasında,tüm orijinal evraklarınız tarafınıza teslim edilmektedir. Fotokopileriniz hazır değil ise yeni bir randevu oluşturmanız istenebilir.,, ,,Güvenlik kontrolünden geçmeniz gerektiği için, Randevu saatinizin 15 dakika öncesinde Konsoloslukta olmanızı rica ediyoruz. Geç,kalınması durumunda yeni bir randevu oluşturmanız gerekebilir, bu gibi durumları anlayış ile karşıladığınız için teşekkür ederiz.,",0
361,"GittiGidiyor kullanıcı şifrenizi değiştirdiniz.,,Bilginize,,,GittiGidiyor,",0
362,"Ürünü teslim aldıysanız onay verebilirsiniz,,laptop parcalari adlı satıcı, sipariş ettiğiniz ürünü (Packard Bell TM85-JO-117TK,BATARYA GÜÇLÜ GÜVENLİ A PİL) 15:39:14 14/07/2018 tarihinde adresinize,kargoladı. Ürünü teslim aldıysanız siparişinize onay vererek paranın satıcıya aktarılmasını,sağlayabilirsiniz.,,Ürünlürünleri henüz teslim almadıysanız kargonun size ulaşmasını bekleyiniz.,,Mesaj Gönder,",1
363,"Sayın Musa Boz,,Miles&Smiles Eylül 2018 ekstreniz ekte sunulmaktadır.,Saygılarımızla,,,Türk Hava Yolları A.O.,Miles&Smiles Program Yönetimi.,",0
364,"hepsiexpress,,100 TL VE ÜZERİ İLK MARKET,ALIŞVERİŞİNE 20 TL İNDİRİM!,, ,",1
365,"Merhaba, Musa Boz,, ,,SINIRLI SAYIDA ÜRÜNLERDE,,185 E akan İNDİRİMLER,,fırsatları kaçırmayın,, ,, ,,Günün En İyi Fırsatları,,Sally Hansen Airbrush Legs Sprey Bacak,Fondöteni,,34,9 TL,,7 Tk,,9e47 indirim,Kazancınız 32,91 TL,ÜCRETSİZ KARGO,, ,",1
366,"bal |,,   ,,Lumberjack Sony Playstation 4,1514821m Erkek 50068 Konsol *-,Spor Günlük PSA Kulaklık,6ğ PL 1.189 TL,H9TE 549 TE,9441 indirim klan,Kazancınız 4901 TL Kazancınız 380TL,ÜCRETSİZ KAR: GERE,HEMEN AL! HEMEN AL!,, ,,LG 6432 GBAkıllı,,Ümit Safiro 26 Jant,,Telefon Bisiklet,1.779 TL 369 TL,24991k 499TL,“419 indirim 4426 indirim,,| 4,,Havı HWV1332-02,55 Unisex Güneş,Gözlüğü,66 TL,165TE,*460 indirim,ncimız 98 TL,İZ KARGO:,,ki,, ,, ,,HEMEN AL!,,Altus AL1127 Su,,Sebili,,229TL,3997,,9442 indirim,,Maximum,Kart'a,100 TL,.,varan,MaxiPuan!,, ,,Mavi Jeans Erkek T-,Shirt,,24,29 TL,59,99 F.,",1
367,"pi, gittigidiyor,Merhaba, Musa Boz,,Alışverişe Başla >,, ,",1
368,"”,, ,,(elele ide geri,bonus ile ödeme dönemi başladı!,Alışveriş yaparken yararlanabileceğiniz ödeme seçeneklerine bir yenisi daha eklendi. Kredi kartı,,harcamalarınızla biriken veya GittiGidiyor Bonus kampanyalarından kazandığınız bonuslarınızı artık,GittiGidiyor'da yapacağınız peşin veya taksitli tüm alışverişlerişlerde kullanabilirsiniz. Siz de Bonus'la,kazanın, kazandıkça harcayın.,",1
369,"NIKE,119 TLUDEN,BAŞLAYAN,,FIYATLARLA,, ,,Günün En İyi Fırsatları,Nike Erkek Spor Ayakkabı,, ,",1
370,"SINIRLI SAYIDA ÜRÜNLERDE,,Günün En İyi Fırsatları,,Scholl Velvet Smooth Express Pedi,Elektronik Ayak Törpüsü,,49,90 TL,9,90 FE,,Hemen AL!,,Mi,, ,",1
371,"      ,   ,  ,  , ,,  ,,HEDİYE ÇEKİ YAĞMURU BAŞLASIN!,,250 TL ve üzeri alışverişe 25 TL, 500 TL ve üzeri alışverişe 50 TL,,1000 TL ve üzeri alışverişe 100 TL HEDİYE ÇEKİ,, ,,TTO HE,,VARAN HEDİYE ÇEKİ,, ,, ,, ,,ALIŞVERİŞE BAŞLA,,Kampanya koşulları > o,",1
372," ,,EN HIZLININ EN HIZLISI,YİNE TURKCELL'DEN!,,Sizlere her zaman en iyi hizmeti sunmak için Türkiye'nin 4.56'de en yüksek hız ve,kapasite kullanım hakkını aldık. Turkcell, 1 Nisan 2016 itibariyle, Türkiye'de sunulabilecek,en yüksek 4.56 hızı olan 375 Mbps'i sağlayan tek mobil operatör olacak.,,Turkcell'in 4.5G hızı ile mobil cihazlar üzerinden video izleme deneyiminden yüksek,boyutlu dosyaların paylaşılmasına, bulut servislerinden akıllı ev ve şehir altyapılarına,,mobil ofislerden mobil sağlık ve mobil eğitim servislerine kadar çok farklı sektörlerde,büyük değişimler yaşanacak.,",0
373," ,,500 TL VE ÜZERİ,ALIŞVERİŞİNİZDE,,709,,ANINDA İNDİRİM ALIŞVERİŞE BAŞLA,, ,",1
374," ,, ,,Bu fiyatlarla turkcell.com.tr'ye,bakmadan akıllı telefon alanlar pişman olur!,,Akıllı telefon almadan önce turkcell.com.tr'yi inceleyin, Turkcel kalitesiyle,uygun fiyata telefon sahibi olun.,, ,",1
375," ,,2KİŞİLİK,,MAÇ KOVASI,KİŞİ BAŞI,,TL,, ,,ZKİŞİLİK,,ZINGER BURGER -,SÜPER MAÇ MENÜSÜ,,  ,    ,,SİPARİŞ VER,",0
376," ,,FLY 10459 Intruder,,Yüksek performans, uygun fiyat ve 5"" ekranı ile İngiltere merkezli FLY,Intruder sadece 569 TL. Üstelik kılıf hediyesiyle!.,,Detaylı Bilgi,",1
377," ,,Ödenmemiş fatura,,kalmasın.,,Otomatik ödemeleriniz için Sınırsız Otomatik Servis (SOS),talimatı verin, hesabınızda yeterli para olmasa bile,,,ödemeleriniz yatırım hesabınızdaki fonlarla,tam zamanında yapılsın.,,Ayrıntılı bilgi için tıklayın.,",0
378,"TCHIBO'DA,BANKAMATİK KARTI,FIRSATI!,, ,, ,,Bankamatik Kartı ile Tehibo'dan.,yapacağınız 100 TL ve üzeri,alışverişlerinize,,pa,Cinemaximum ©,sinema bileti,hediye!,,P,,Tehibr,, ,",1
379,"isbank.com.tr | 0850 724 0724,, ,, ,,Uygun faizlerle Yeni Yıl Kredisi,Iş Bankası'nda!,,NAKİT TC KİMLİK NO KREDİ TUTARI,,AYLIK GELİRİNİZİ aralarında boşluk,,bırakarak 4402'ye gönderin,,cevabı hemen cebinize gelsin!,,ili için tklayın.,,1 milyon kişinin bir,bildiği var!,Siz de en yakın şubemizden,,ie Anadolu Hayat Emeklilik bireysel,emeklilik hesabı açtırın, 1 milyon katılımcı,gibi hem 9625 Devlet Katkısı'ndan,yararlanın hem de geleceğe güvenle bakın,,,Devlet katkısından mevzuatta belirlenen,koşullar dahilinde yararlanılabilmektedir.,,MİLYON © pbgzmn>,",1
380,"Değerli Müşterilerimiz,,Turkcell tarafından gönderiliyor gibi görünen ""Turkcell Servis"" vb. başlıklı,,,zararlı yazılım içeren e-postalar tespit edilmiştir.,,""Phishing"" olarak isimlendirilen bu tip saldırılara karşı kendinizi korumak için;,,« Sizinle ilgili olmayan,,,« Tanımadığınız kişilerden ve adreslerden gelen,,,« Şüpheli içerikler barındırdığını düşündüğünüz, e-postalardaki ekli,dosyaları ve bağlantıları kesinlikle çalıştırmamanızı ve açmamanızı,öneririz.,",0
381," ,,UYGUN FAİZLERLE,IHTiIYAÇ,KREDiSi,,iş BANKASI l.,,, ,,K KOŞULLAR VE ÖRNEK,İ xİ HEMENBAŞVUR F NİZ HALİYET TABLOSU,",0
382," ,,AKILLISI CEBİNDE, TABLETİ YANINDA,,İster peşin ister kontratlı Vestel V3 5040 alın, yanında,V Tab 7 Lite Ill tabletiyle gelsin!,, ,, ,",1
383," ,, ,",1
384,"Bugün Şanslısın!,Kısa bir süreliğine ZenMate Premium'a X61 indirimle sahip olabilirsin.,,Dilediğin içeriğe engelsiz bir şekilde ulaşırken, internette güvenli ve,gizli kalmanın keyfini çıkar.,,Aşağıdaki linke tıklaman yeterli.,,ZenMate Ekibi,",1
385,"Merhaba X,,,Linkedin Hesabınız için bir şifre sıfırlama talebi aldık.,535476,,Sıfırlamayı tamamlamak için bu kodu girin,,Hesabınızı korumak için bize verdiğiniz destek için teşekkür,ederiz.,Linkedin Ekibi,",0
386,"LinkedIfİ),,Ayrıldığınız için üzgünüz,,LinkedIn hesabınız artık kapalı. Her ne kadar hesabınıza,erişemiyor olsanız da, genel profilinizin arama motorlarından,silinmesi için birkaç hafta geçmesi gerekebilir.,,LinkedIn üyelerinden ve gruplarından davetiye almaya devam,edebilirsiniz.,",0
387,"LC WalKIKI,,dye güpinmek, herkesin hakkı,Sayın Müşterimiz, MİL yi,,Faturanızı görüntülemek,2021-01-29 tarihli faturanız ekte bilginize sunulmuştur. için tıklayınız!,, ,,Faturanızı e-posta yoluyla alarak hem kendinize zaman ayırmayı,hem de çocuklarınıza yeşil bir gelecek bırakmayı tercih ettiğiniz için teşekkür ederiz.,",0
388,"hepsiburada,,KADIN ERKEK ÇOCUK BEBEK,,     , ,,al,,,SPOR GİYİM VE AYAKKABILARDA,, ,,LC Waikiki sezon ürünlerinde,“b60'a varan indirim,,Hummel 60'a varan indirim,",1
389,"hepsiburada,,Şimdi değerlendirme zamanı!,,Alışverişinizde tercih ettiğiniz Lunatic Gamer Shop,satıcısından memnun kaldınız mı merak ediyoruz.,,Satıcıyı Değerlendir,,Paketinizdeki Ürünler,,4 Rampage Sn-R9 Oyuncu Siyah/Mavi Mikrofonlu Kulaklık,,Sipariş No:0,Sipariş Tarihi : 30 Ocak Cumartesi,Teslim tarihi : 2 Şubat Salı,",0
390,"hepsiburada,,250 TL altı telefon,ve bilgisayar aksesuarlarında,,SEPETTE 9610 İNDİRİM,, ,,Günün fırsatları,,KEŞFETMEN İÇİN SENİ BEKLİYOR >,,Toshiba televizyonlarda Bilgisayar ekipmanlarında,9b25'e varan indirimler süper fırsatlar,",1
391,"hepsiburada,,EYAZ EŞYALARDA VE ——,— TEL EVİZY. ONLARDA,,SEPETE,,0,, ,,TÜM EFSANE İNDİRİMLER BURADA >,",1
392," ,,MESREM © MAĞAZALAR | $$,, ,,KADIN SERİ SONU SPOR ÜRÜNLERİ | >,, ,,KADIN SPOR AYAKKABI KADIN YAĞMURLUK,NEWFEEL Ap Ouechua,* *,,SATINAL > SATIN AL >,",1
393,"hepsiburada,,Nevresim, pike ve yatak sü 3 at,,SEPETTE 610 İNDİRİMLİ,,Nİ,, ,,Günün fırsatları N,KEŞFETMEN İÇİN SENİ BEKLİYOR >,,Kütahya Porselen'in en,sevilen ürünlerinde süper,fivatlar,,Verimli çalışma alanları için,aradığın her şey burada,",1
394,"hepsiburada,, ,,Günün fırsatları N,KEŞFETMEN İÇİN SENİ BEKLİYOR >,,En sevilen teknoloji,ürünlerinde 9050'ye varan,indirimler,,Seçili temizlik ürünlerinde,9b30'a varan indirimler,",1
395,"DEV,, ,,iNDİRİM GÜNLERİ,,5-9 NISAN,",1
396,"idrlerzi,,Steam'deki son satın alım işleminiz için,teşekkür ederiz.,,Aşağıdaki öğeler Steam kütüphanenize eklendi,,Eğer Steam'e yeniyseniz, buradan Steam uygulamasını edinebilirsiniz,, ,",0
397,"blutv,,       ,,in,,Geçen hafta da gelmedin, bu haftaki bahanen ne Doğu?,Doğu, ilk 3 bölümüyle 31 Mart'ta BluTV'de!,,Ön İzleme İçin Tıkla,",0
398,"Ö repieye,,Selam!,, ,,Tutar cinsinden ödemeniz 14,69 yetkilendiril;,,Ödemeniz para gönderildi ve teslimat talebi satıştan sorumlu,kişiye zaten gönderilmiştir.,, ,",0
399,"hepsiexpress,,BUGÜNE ÖZEL,ŞOK İNDİRİM,, ,, ,",1
400,"Google,,Yeni cihaz şu hesapta oturum açtı:,go,,Google Hesabınızda az önce yeni bir Windows cihazdan oturum açıldı.,Bu e-posta, oturumu açan kişinin siz olduğunuzdan emin olmak için,gönderilmiştir.,, ,",0
401,"hepsiburada,,Paketiniz kargoya verildi,,23 Mart Salı günü belirttiğiniz adrese teslim edilecektir.,,YK rtiskargo,,KARGO TAKİP NUMARASI,,3,,Paketinizdeki Ürünler,,Bi Sağ Men Et 01 cek Partim #150 M Deodaa,",0
402,"hepsiburada,,  ,,949 TL'den başlayan televizyonlarda,9 TAKSİT FIRSATI,, ,    ,,Günün fırsatları N,KEŞFETMEN İÇİN SENİ BEKLİYOR >,,Şeflerine yakışır mutfak,ürünlerinde 9050'ye varan,indirimler,,Mobilyalarda KDV indirimine,ek 935'e varan indirimler,",1
403," ,,: ai e yapım,,Başarısız ilişki tavsiyeleri, martı paradoksu, kulis savaşları ve sürpriz aşklar.,Acans 5 yeni bölümü ile şimdi sadece BluTV'de!,",0
404,"X©gmail.com sizi şu paylaşılan klasöre katkıda bulunmaya davet etti,M ODEV,",0
405,"KYK-WiFi,KYK WiFi sisteminde Xxx adlı kullanıcınız pasifleştirilmiştir. Bilginize,,İyi Günler Dileriz,, ,",0
406,"blUlv nm NC,,Aboneliğiniz İptal Edilmiştir,,Sevgili X,,BluTV'ye abone olduğunuz için çok teşekkür ederiz.,İsteğiniz üzerine BluTV aboneliğiniz 13.03.2021 tarihinde sona ermiştir.,,Fikrinizi değiştirdiğiniz takdirde, www.blutv.com sayfasından aboneliğinizi,tekrar başlatabilirsiniz.,,Görüşlerinizi paylaşmak veya yardım talebinde bulunmak istediğinizde bize,0850 210 5258 numaralı hattımız ve iletişim sayfamızdan ulaşabilirsiniz.,,Size BluTV keyfini tekrar yaşatmak dileğiyle...,BluTV Ekibi,",0
407," ,",1
408,"Sevgili ,,,Siparişiniz bize ulaşmıştır. Teşekkür ederiz.,,Siparişinizle veya Yemeksepeti ile ilgili sorularınızı online olarak cevaplıyoruz.,Yemeksepeti web sitesi veya uygulamaları üzerinden Canlı Yardım ile müşteri temsilcisine,bağlanabilirsiniz.,,Teslimat, iade prosedürü ve siparişiniz ile ilgili diğer sorularınız için S.S.S. ve İşlem Rehberi,sayfamızı ziyaret edebilirsiniz.,, ,",0
409,"İY HAVELSAN,,Sayın,,İlan başvurunuz alınmıştır. Vizyoner Genç'i tercih etti,,VİZYONER GEL,, ,",0
410,"G spotiy,,Her ruh haline uygun bir,çalma listemiz,mutlaka var.,",0
411," ,, ,, ,, ,,ulti,,Merhaba 0,,,Twitch'te oturum açmaya çalıştığınızı fark ettik! Oturum açmak için lütfen bu,kodu girin,,092673,",0
412,"Google,,Merhaba ,,Daha iyi bir Android deneyimi,sizi bekliyor,,Bir dakikanızı ayırıp telefonunuza Google'ı kurun,,Başlayın,",0
413,"Ş spotiv,,Parolan değiştirildi.,,İsteğin üzerine parolan değiştirildi,,Parola değişikliğini sen istemediysen, hesabının güvende kalmasına,yardımcı olabiliriz. Daha fazla bilgi için destek sayfamızı ziyaret et.,",0
414,"hepsiburada,,  ,    ,,En sevilen teknoloji ürünlerinde,,“50'YE VARAN,İNDİRİMLER,,  ,,Günün fırsatları,",1
415,"hepsiburada,,KoJ.VANTel KEŞFET,, ,,Alışverişe başla,",1
416,"hepsiburada,,KAÇMAZ,,FiYAT,,Küçük ev aletlerinde,,KAÇMAZ FİYAT!,, ,",1
417,"hepsiburada,,Şimdi değerlendirme zamanı!,,Ürünlerinizi teslim ettik, siz de değerlendirmenizle milyonlarca,Hepsiburada müşterisinin karar vermesine yardımcı olmaya ne dersiniz?,,Jagler Men Edt 90 MI Erkek Parfümü * 150 MI Deodorant,,KE NN,,Çok kötü Kötü iyi Çekiyi,,Threestep Pratik Web Kamera Kapatıcı - Ekstra Ince 0.7mm -,,m Webcam Cover Gizliliğiniz Için Güvenli Kullanım,,Çok kötü Kötü iyi Çekiyi,,Alışverişinizde bizi tercih ettiğiniz için teşekkür ederiz,,Hepsiburada,",0
418,"hepsiburada,,Mutfakların,en sevilen markalarında,,“670'E VARAN,İNİDİİRİYİN e),,     ,      ,,   ,, ,,Tefal KORKMAZ (5) KARACA,,Yapı market ürünlerinde Temel gıda ve içeceklerde,9b50'ye varan indirimler 9b40'a varan indirimler,",1
419,"hepsiburada,,İNDİRİMLERİ,,fi,, ,,Ütü ve süpürgelerde Pişirme grubu ürünlerde,9635'e varan indirimler 9635'e varan indirimler,",1
420,"Merhaba ,,,Riot Games hesabın için bir oturum açma veya hesap değişikliği talebi aldık. Talebini,tamamlamak için şu doğrulama kodunu güvenlik bölümüne gir:,,7T8YY,,Bu talebi sen gerçekleştirmediysen yetkisiz girişleri önlemek için hemen hesap şifreni değiştir.,",0
421,"Google,,Yeni cihaz şu hesapta oturum açtı:,9,,Google Hesabınızda az önce yeni bir Google Emualtor cihazdan oturum,açıldı. Bu e-posta, oturumu açan kişinin siz olduğunuzdan emin olmak,için gönderilmiştir.,,ileilreli o şiçe Kai,",0
422," ,,Şimdi değilse ne zaman? Evet, haftaya.,,Doğu 4. ve 5. bölümü ile 7 Nisan'da BluTV'de!,",0
423,"kürşat,,,Doğum Günün,N > Olsun!,, ,",0
424,"hepsiburada,, ,",1
425,"©,©,,İSTEK LİSTENİZE EKLEDİĞİNİZ 2,OYUNDA TASARRUF EDİN!,,garry's mod,,334 48.887 12,06TL,",1
426,"Musie|,STORE,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,| SEPETTEANINDA,,100TL.,,. VARAN .,İNDİRİM,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,",1
427," ,, ,, ,, ,,unite,,Merhaba,,Twitch'te oturum açmaya çalıştığınızı fark ettik! Oturum açmak için lütfen bu,kodu girin,,907068,",0
428,") KeTeldiy'd,,Sevdiğin sanatçıların yakınlarındaki konserleri.,,TÜM Kİ,, ,",0
429,"$ Spotify Premium,,Davullar çalsın.,, ,",0
430,"NETFLIX,,Netflix'e katıldığınız için,teşekkürler,Merhaba,,Artık dizi, program ve filmlerin keyfini çıkarmaya,hazırsınız.,,İZLEMEYE BAŞLAYIN,",0
431," ,,Tüm bilgisayar ve tabletlerde,500 TL ve üzerine 965 indirim,,Herkese anında Kazananlar Kulübü'ne,150 TL'ye 200TU'ye,Vel NTelişi! VelehTelişii,",1
432,"Joygame,, ,,Merhaba deimoc,,Unutmuş olduğun şifreni değiştirmek için ilgili işlemleri aşağıdaki bağlantıya tıklayarak başlatabilirsin.,",0
433,"Google,,Merhaba Kürşat,,Daha iyi bir Android deneyimi,sizi bekliyor,,Bir dakikanızı ayırıp telefonunuza Google'ı kurun,",0
434,"DEV,, ,,İNDİRİM GÜNLERİ,,5-9 NISAN,",1
435,"DİJİTAL GÜNDEM,,1OARALIK 2020,www.btkakademi.gov.tr,,KANALIMIZ AÇILMIŞTIR,BTK,,NIGHTS,,1 ARALIK,PERŞEMBE,,HMS ve YAPAY ZEKÂ UYGULAMALARI,, ,",0
436,"En beğenilen,,ev tekstili ürünlerinde,,670'E VARAN,İNDİRİMLER,,     , ,",1
437,"Değerli GAME Üyesi,,Beklediğin gün geldi! Şu an itibarıyla,GeForce NOW powered by GAME* Premium,satın alma hakkına sahipsin.,",0
438,"“570'E VARAN İNDİRİMLERLE,,baharın en büyük indirimlerini kaçırma,,   ,,22-23-24 Mart,",1
439,"hepsiexpress,,Bugün kahvaltı keyfin,indirimlerlelkatlansın|,, ,",1
440,"hepsiburada,,EDI,,harekeli,,“570'E VARAN İNDİRİMLERLE,,Evine tarz kat!,",1
441,"Sayin ,,,Fatura bilgileriniz asagida yer almaktadir.,Hesap Numarasi,,Fatura Dönemi,,Son Ödeme Tarihi,,Ödenecek Tutar,,ŞUBAT 2021,,16 Mart 2021,,107,00 TL,",0
442,"hepsiburada,,KAÇMAZ,FiYAT,,Küçük ev aletlerinde,, ,,KAÇMAZ FİYAT!,",1
443,"puhutv'ye hoş gel,, ,,Üye olduğunuz için teşekkür ederiz. puhutv yüzlerce dizi ve filmi,yüksek görüntü kalitesiyle, hem de ücretsiz izleyebileceğiniz yeni,nesil online televizyondur.,,İyi seyirler,,puhutv Ekibi.,",0
444,"Google,,©,,Kurtarma telefon numaranızı onaylayın,,g Egmaicom,",0
445,"Merhaba Kürşat,,,Aramıza hoş geldin!,,Üyeliğini aktif hale getirmek için hemen tıkla,,HESABIMI AKTİVE ET,",0
446,"Samsung Account,,Samsung hizmetlerine hoş geldiniz.,Değerli Müşterimiz,,,Hesabınız şimdi etkinleştir. Arık çeşitli Samsung servislerine erişebilmenin,keyfini çıkarabilirsiniz!,, ,",0
